geometry,Class,Blue,Green,Red,NIR,NDSI,image_date,site_name
POINT (-121.05112578088404 48.38032204523632),4,[0.23530014],[0.31792828],[0.33126432],[0.38939306],[-0.1010358],20210828,SouthCascade
POINT (-121.0416511873712 48.37882039468347),4,[0.21609196],[0.27656516],[0.25520363],[0.3738562],[-0.14958152],20210828,SouthCascade
POINT (-121.04049534603165 48.379151380350585),4,[0.21909323],[0.2635885],[0.24019164],[0.42313725],[-0.23233257],20210828,SouthCascade
POINT (-121.03951826616745 48.37817576388083),4,[0.2578097],[0.30819577],[0.2777216],[0.4595518],[-0.19714297],20210828,SouthCascade
POINT (-121.03538811248778 48.37621882234893),4,[0.15846744],[0.23195787],[0.21517168],[0.3891503],[-0.25308383],20210828,SouthCascade
POINT (-121.035821154655 48.375776250374194),4,[0.19418263],[0.25493738],[0.22718126],[0.3651167],[-0.17769305],20210828,SouthCascade
POINT (-121.0652182181876 48.35164193092179),4,[0.23740104],[0.32360557],[0.36704287],[0.4078431],[-0.11516536],20210828,SouthCascade
POINT (-121.06692335872249 48.351559926857526),4,[0.23980205],[0.351992],[0.39081183],[0.476788],[-0.15057795],20210828,SouthCascade
POINT (-121.06602497977549 48.35064329050124),4,[0.246705],[0.32009107],[0.3435241],[0.4884407],[-0.20821646],20210828,SouthCascade
POINT (-121.06460057673469 48.35085154530636),4,[0.17167306],[0.23952758],[0.28322598],[0.3986181],[-0.24930125],20210828,SouthCascade
POINT (-121.06402149183045 48.34975012975492),4,[0.21369094],[0.32009107],[0.3337663],[0.47727355],[-0.19712749],20210828,SouthCascade
POINT (-121.06551613215765 48.3500540176722),4,[0.22239465],[0.32766077],[0.3435241],[0.52776843],[-0.23392662],20210828,SouthCascade
POINT (-121.06933744803337 48.352261242249256),4,[0.18247765],[0.26277745],[0.30849615],[0.352493],[-0.1458148],20210828,SouthCascade
POINT (-121.06993401506351 48.352609622316876),4,[0.2827203],[0.36659077],[0.41633222],[0.4702334],[-0.12385235],20210828,SouthCascade
POINT (-121.07204249401022 48.351867996417944),4,[0.23139848],[0.34523335],[0.37229708],[0.5865173],[-0.25895762],20210828,SouthCascade
POINT (-121.07304964264267 48.35234492545418),4,[0.291424],[0.39849174],[0.4263402],[0.5605415],[-0.168972],20210828,SouthCascade
POINT (-121.07432988375317 48.35119878628841),4,[0.25810984],[0.35766932],[0.38480705],[0.51563025],[-0.18087827],20210828,SouthCascade
POINT (-121.07272671714021 48.351975471166476),4,[0.34394637],[0.4487763],[0.4846367],[0.5520448],[-0.10318378],20210828,SouthCascade
POINT (-121.07565986888694 48.35172474799593),4,[0.27521712],[0.37605292],[0.40657443],[0.55762833],[-0.1944726],20210828,SouthCascade
POINT (-121.06579997977819 48.34849183015069),4,[0.22089401],[0.29440808],[0.31174874],[0.39084965],[-0.14073765],20210828,SouthCascade
POINT (-121.06416847064067 48.347717917986785),4,[0.23830141],[0.32333523],[0.3457759],[0.4046872],[-0.11174376],20210828,SouthCascade
POINT (-121.06343161046732 48.34698601524627),4,[0.22539592],[0.30846614],[0.3465265],[0.37798318],[-0.10127047],20210828,SouthCascade
POINT (-121.06164243350808 48.346901957192664),4,[0.23109835],[0.3392857],[0.37680066],[0.46270773],[-0.15389407],20210828,SouthCascade
POINT (-121.05924979868965 48.346001758727546),4,[0.30072796],[0.38037848],[0.40732503],[0.5173296],[-0.15255637],20210828,SouthCascade
POINT (-121.0577799090252 48.34573288684224),4,[0.32893997],[0.4125498],[0.43885016],[0.5005789],[-0.09640381],20210828,SouthCascade
POINT (-121.0575299637332 48.34770859808487),4,[0.1482631],[0.19275753],[0.22968327],[0.3034547],[-0.2230843],20210828,SouthCascade
POINT (-121.05898066549793 48.34863149372013),4,[0.22209452],[0.2789983],[0.29273358],[0.3495798],[-0.1122876],20210828,SouthCascade
POINT (-121.06013960194431 48.34920943510855),4,[0.2142912],[0.2830535],[0.31800374],[0.3845378],[-0.15201561],20210828,SouthCascade
POINT (-121.06067097765094 48.35018373327404),4,[0.22029375],[0.28954184],[0.32601014],[0.4515406],[-0.21859747],20210828,SouthCascade
POINT (-121.06085276475935 48.35123327941505),4,[0.2731162],[0.33252704],[0.36228907],[0.46829128],[-0.16953188],20210828,SouthCascade
POINT (-121.06114739613038 48.35201309473033),4,[0.13415709],[0.2005976],[0.21041788],[0.31753498],[-0.22569008],20210828,SouthCascade
POINT (-121.06262854383891 48.35269193523841),4,[0.0606258],[0.11435685],[0.13886079],[0.2150887],[-0.30576175],20210828,SouthCascade
POINT (-121.06346283153366 48.35373961968655),4,[0.2142912],[0.33766362],[0.38080385],[0.4755742],[-0.1695821],20210828,SouthCascade
POINT (-121.06372722544772 48.35451210222666),4,[0.2569093],[0.34361127],[0.37304768],[0.43527544],[-0.11768614],20210828,SouthCascade
POINT (-121.06405768260356 48.355163477969924),4,[0.19388251],[0.27818725],[0.32651052],[0.37215683],[-0.1444921],20210828,SouthCascade
POINT (-121.06513972987946 48.355631314183455),4,[0.16116859],[0.24006829],[0.2924834],[0.36293182],[-0.20375375],20210828,SouthCascade
POINT (-121.06541790520903 48.35631572330067),4,[0.30042782],[0.41741604],[0.4926431],[0.4884407],[-0.07840606],20210828,SouthCascade
POINT (-121.06644494640996 48.35688447845968),4,[0.27971902],[0.40335798],[0.46512112],[0.5394211],[-0.1443213],20210828,SouthCascade
POINT (-121.06854029856801 48.35750634630328),4,[0.30793104],[0.4144422],[0.49039128],[0.5484033],[-0.13913043],20210828,SouthCascade
POINT (-121.07059989368808 48.358005242953766),4,[0.28031927],[0.42606714],[0.5016503],[0.5399066],[-0.11784945],20210828,SouthCascade
POINT (-121.0669652599845 48.35662204099611),4,[0.3073308],[0.43282583],[0.50790524],[0.5687955],[-0.13574956],20210828,SouthCascade
POINT (-121.0657128441549 48.358603866650334),4,[0.3010281],[0.4279596],[0.4846367],[0.5178151],[-0.09500732],20210828,SouthCascade
POINT (-121.07137849627208 48.36944671692082),5,[0.23319924],[0.34280023],[0.21517168],[0.06821662],[0.66805923],20210828,SouthCascade
POINT (-121.07168322199063 48.3700934522262),5,[0.22239465],[0.34496298],[0.22367847],[0.06554622],[0.680659],20210828,SouthCascade
POINT (-121.0719107936659 48.37078890513614),5,[0.22989784],[0.34982926],[0.22067608],[0.06141923],[0.7013035],20210828,SouthCascade
POINT (-121.07156973632705 48.37141404540159),5,[0.22959772],[0.34685543],[0.21692307],[0.05923436],[0.70826966],20210828,SouthCascade
POINT (-121.07132611680552 48.37186057301448),5,[0.23439975],[0.35036993],[0.22092627],[0.07452848],[0.6491939],20210828,SouthCascade
POINT (-121.07066008646225 48.372339601409834),5,[0.22809707],[0.35577688],[0.21917488],[0.07525677],[0.6508079],20210828,SouthCascade
POINT (-121.0697624994781 48.37259402994967),5,[0.2316986],[0.3541548],[0.21592228],[0.08278245],[0.62107855],20210828,SouthCascade
POINT (-121.06874305924467 48.37288634038405),5,[0.23740104],[0.34874785],[0.21817407],[0.06603175],[0.6816056],20210828,SouthCascade
POINT (-121.0679307302218 48.37289178602519),5,[0.23229887],[0.35361412],[0.22242747],[0.07064426],[0.6669753],20210828,SouthCascade
POINT (-121.06718338116214 48.37277815570933),5,[0.23680077],[0.35361412],[0.22492947],[0.0670028],[0.681407],20210828,SouthCascade
POINT (-121.06612329067109 48.37258875759804),5,[0.2337995],[0.36848322],[0.22467926],[0.07015873],[0.68010926],20210828,SouthCascade
POINT (-121.06526222610516 48.37231275360017),5,[0.23199873],[0.36605006],[0.22292787],[0.05656396],[0.7323138],20210828,SouthCascade
POINT (-121.06461643194625 48.371920382136956),5,[0.24070244],[0.34982926],[0.22167687],[0.0696732],[0.66782933],20210828,SouthCascade
POINT (-121.06384880502847 48.37156589377097),5,[0.23500001],[0.351992],[0.22217727],[0.06506069],[0.6879978],20210828,SouthCascade
POINT (-121.06343859648436 48.37092726783317),5,[0.23229887],[0.34874785],[0.22042587],[0.06651728],[0.6796394],20210828,SouthCascade
POINT (-121.06414933512963 48.370459118361396),5,[0.22659643],[0.35631758],[0.23418686],[0.08059757],[0.6310607],20210828,SouthCascade
POINT (-121.06474633562621 48.36982860122812),5,[0.22779694],[0.3541548],[0.23618846],[0.07889823],[0.6356186],20210828,SouthCascade
POINT (-121.06587135404284 48.37026966367985),5,[0.23439975],[0.36037278],[0.22993346],[0.05510737],[0.7347292],20210828,SouthCascade
POINT (-121.06719948397625 48.37089472341636),5,[0.23650065],[0.35658792],[0.23093426],[0.06239029],[0.7021788],20210828,SouthCascade
POINT (-121.06840577127541 48.37118692933529),5,[0.2250958],[0.34739614],[0.21767367],[0.05073763],[0.74512273],20210828,SouthCascade
POINT (-121.06955110877844 48.37112733456758),5,[0.23229887],[0.35658792],[0.22342826],[0.0589916],[0.7160997],20210828,SouthCascade
POINT (-121.0701845878669 48.370337113774845),5,[0.22209452],[0.33820432],[0.22117648],[0.06870215],[0.66231966],20210828,SouthCascade
POINT (-121.07064344024187 48.369774212490576),5,[0.22959772],[0.34577402],[0.21442108],[0.07404295],[0.64726084],20210828,SouthCascade
POINT (-121.07094815560015 48.37042094902745),5,[0.22899745],[0.3465851],[0.22017567],[0.08156863],[0.61897504],20210828,SouthCascade
POINT (-121.07074112612307 48.371078548205276),5,[0.23439975],[0.36037278],[0.21892467],[0.044183],[0.7815727],20210828,SouthCascade
POINT (-121.07030664610326 48.37178216535224),5,[0.23740104],[0.36064315],[0.22092627],[0.05971989],[0.7158652],20210828,SouthCascade
POINT (-121.06942126336486 48.372106949973535),5,[0.23229887],[0.35658792],[0.22693107],[0.04588235],[0.7719964],20210828,SouthCascade
POINT (-121.06854397305317 48.37223147406602),5,[0.23680077],[0.3587507],[0.22242747],[0.05971989],[0.71458024],20210828,SouthCascade
POINT (-121.06734984982769 48.37200962262936),5,[0.23469988],[0.3541548],[0.22092627],[0.04588235],[0.77060956],20210828,SouthCascade
POINT (-121.06615574229887 48.37178775948371),5,[0.23530014],[0.35766932],[0.21592228],[0.0415126],[0.79201156],20210828,SouthCascade
POINT (-121.06533123766505 48.37135210011395),5,[0.2392018],[0.35550654],[0.22943306],[0.0502521],[0.7523054],20210828,SouthCascade
POINT (-121.06471388445473 48.37100032210134),5,[0.23049809],[0.35307342],[0.22593026],[0.05850607],[0.7156998],20210828,SouthCascade
POINT (-121.06513220057295 48.370697237413076),5,[0.23439975],[0.34874785],[0.23593825],[0.0582633],[0.71370167],20210828,SouthCascade
POINT (-121.06609883478654 48.37096511609191),5,[0.23319924],[0.36767218],[0.23693904],[0.05923436],[0.72249496],20210828,SouthCascade
POINT (-121.06729700589243 48.371457584010706),5,[0.22959772],[0.36010244],[0.23218526],[0.05049486],[0.75404197],20210828,SouthCascade
POINT (-121.06847487240215 48.37170920137941),5,[0.2392018],[0.35658792],[0.22467926],[0.05486461],[0.73331255],20210828,SouthCascade
POINT (-121.06918563225089 48.37161174650078),5,[0.23469988],[0.3484775],[0.22442907],[0.0582633],[0.7135114],20210828,SouthCascade
POINT (-121.06669176791371 48.37043470900121),5,[0.22929758],[0.3546955],[0.22793186],[0.07380019],[0.6555382],20210828,SouthCascade
POINT (-121.06641167992674 48.37289453782092),5,[0.23560026],[0.3398264],[0.22342826],[0.07477124],[0.639307],20210828,SouthCascade
POINT (-121.0665294285621 48.37221530964477),5,[0.23950192],[0.36848322],[0.22668086],[0.06069094],[0.7171734],20210828,SouthCascade
POINT (-121.0628700001098 48.37085690998486),5,[0.21909323],[0.34090778],[0.22593026],[0.09346405],[0.5696588],20210828,SouthCascade
POINT (-121.0640965604709 48.37213145770437),5,[0.23830141],[0.35307342],[0.21567208],[0.10001867],[0.5585062],20210828,SouthCascade
POINT (-121.06556682457366 48.37184730547427),5,[0.23980205],[0.35334376],[0.21967527],[0.0529225],[0.7394688],20210828,SouthCascade
POINT (-121.06901514593756 48.3724804127419),5,[0.23319924],[0.35361412],[0.22367847],[0.07331466],[0.6565485],20210828,SouthCascade
POINT (-121.069660992545 48.372872764497515),5,[0.23319924],[0.35442516],[0.21942507],[0.08326797],[0.6195144],20210828,SouthCascade
POINT (-121.03430295576949 48.37586182963163),5,[0.14466156],[0.18951336],[0.05754592],[0.10487395],[0.2875104],20210828,SouthCascade
POINT (-121.034368156461 48.375557361617794),5,[0.1557663],[0.19437961],[0.05329252],[0.07501401],[0.44308993],20210828,SouthCascade
POINT (-121.03461207851464 48.375296249866885),5,[0.1461622],[0.19302787],[0.06204951],[0.06603175],[0.4902197],20210828,SouthCascade
POINT (-121.03519293083548 48.37543715606416),5,[0.15336527],[0.18951336],[0.05279212],[0.07622783],[0.42630026],20210828,SouthCascade
POINT (-121.03480683216705 48.37568063633781),5,[0.12965518],[0.18897267],[0.07731169],[0.09152194],[0.3474246],20210828,SouthCascade
POINT (-121.03641410136784 48.37482310279063),5,[0.1308557],[0.17167045],[0.06054831],[0.05971989],[0.48381692],20210828,SouthCascade
POINT (-121.0366520463462 48.37434139751683),5,[0.15126437],[0.18275468],[0.04978973],[0.07015873],[0.44519562],20210828,SouthCascade
POINT (-121.03709701163571 48.37412904865199),5,[0.15726693],[0.18194364],[0.05329252],[0.07161532],[0.435119],20210828,SouthCascade
POINT (-121.03772037765619 48.37451624897123),5,[0.16296935],[0.19410926],[0.05954751],[0.0784127],[0.4245403],20210828,SouthCascade
POINT (-121.03806742423937 48.3750387069412),5,[0.16176884],[0.19464996],[0.05904711],[0.0696732],[0.47281802],20210828,SouthCascade
POINT (-121.03837998790151 48.37548537230178),5,[0.15096425],[0.18005121],[0.06029812],[0.0730719],[0.4226375],20210828,SouthCascade
POINT (-121.0382498488398 48.375723518966026),5,[0.14376119],[0.16869663],[0.04978973],[0.06845938],[0.42266375],20210828,SouthCascade
POINT (-121.03769533208677 48.37567330487693),5,[0.16266923],[0.18924302],[0.05354272],[0.07380019],[0.43887398],20210828,SouthCascade
POINT (-121.03736411827335 48.375862679015825),5,[0.16657089],[0.19059475],[0.06154911],[0.09030812],[0.3570153],20210828,SouthCascade
POINT (-121.0368989666811 48.375834136651434),5,[0.16326949],[0.1862692],[0.05554432],[0.09152194],[0.3410737],20210828,SouthCascade
POINT (-121.03680982590782 48.37544165971049),5,[0.16176884],[0.19410926],[0.05104073],[0.06384687],[0.50497884],20210828,SouthCascade
POINT (-121.03660887039887 48.37520748761875),5,[0.15126437],[0.17869948],[0.05329252],[0.07088702],[0.4319643],20210828,SouthCascade
POINT (-121.03703356567354 48.37493964988074),5,[0.17437421],[0.19005406],[0.05003993],[0.05704948],[0.53825444],20210828,SouthCascade
POINT (-121.03757570946154 48.37529029286106),5,[0.17167306],[0.20276037],[0.05003993],[0.04855275],[0.6136075],20210828,SouthCascade
POINT (-121.03705417385666 48.37443893967958),5,[0.15546617],[0.19167614],[0.04928933],[0.0589916],[0.52932435],20210828,SouthCascade
POINT (-121.03710036802963 48.37532670741326),5,[0.16717115],[0.19329822],[0.04503594],[0.06481793],[0.4977615],20210828,SouthCascade
POINT (-121.03756377861079 48.374849117689244),5,[0.1731737],[0.18843198],[0.05854671],[0.07015873],[0.45737624],20210828,SouthCascade
POINT (-121.03800061323538 48.37465164902866),5,[0.16176884],[0.19573134],[0.06079851],[0.07816993],[0.42921087],20210828,SouthCascade
POINT (-121.03753980659351 48.37415216859512),5,[0.15876757],[0.18816163],[0.06004791],[0.07962652],[0.40530217],20210828,SouthCascade
POINT (-121.03552208476411 48.37529786056916),5,[0.13895914],[0.18275468],[0.06480171],[0.0730719],[0.4287388],20210828,SouthCascade
POINT (-121.03505293443145 48.3751840535077),5,[0.1308557],[0.18464711],[0.06204951],[0.06797386],[0.46185103],20210828,SouthCascade
POINT (-121.07233415088554 48.369897496456),5,[0.21669222],[0.33360842],[0.21091829],[0.09759104],[0.5473508],20210828,SouthCascade
POINT (-121.07203526741102 48.371255572815194),5,[0.2271967],[0.34712577],[0.21767367],[0.0730719],[0.65220225],20210828,SouthCascade
POINT (-113.75698216872827 48.63298323974495),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75671630753114 48.63281947205235),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75652818026106 48.63265537890502),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75618475463422 48.63250911013363),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75598128042562 48.63236569083729),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75590686897708 48.63217020725442),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75590572529082 48.63204998736475),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75608840450808 48.63218662334031),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75613608918489 48.63229634379265),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75623526797752 48.632371498997124),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75633297549544 48.63229208537487),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.7565618706238 48.63238387265127),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75646927984235 48.63245639514382),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75666747605673 48.63258953092144),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75685462178306 48.63265057763892),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75687623415551 48.6327432324148),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.757032844589 48.63286280205797),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75744328447148 48.63297100298948),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75750930896683 48.63282989036942),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.7575852381018 48.632640645868754),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75781282615885 48.63259503574426),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75799338069328 48.63250840222666),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75782059798175 48.63232363646658),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75762190608481 48.63213897950416),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75748772938411 48.63219793774749),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.7573540441365 48.63230841888538),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75746939486837 48.63244877073827),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75769252148609 48.63247874988396),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.7576030804572 48.63233828942641),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
POINT (-113.75735670152991 48.63204391183821),1,[nan],[nan],[nan],[nan],[nan],20210627,Sperry
