,geometry,Class,B2,B3,B4,B5,B6,B8,B11,B12,NDSI,image_date,site_name
2846,POINT (-145.42601196735552 63.277348731584766),4,0.1092,0.1238,0.1406,0.1366,0.141,0.1407,0.137,0.13,-0.0506134969325154,20210802,Gulkana
2847,POINT (-145.42851219864434 63.27783581440479),4,0.0913,0.1038,0.1214,0.121,0.122,0.1163,0.1211,0.1172,-0.0769230769230769,20210802,Gulkana
2848,POINT (-145.42741974815883 63.27915842670786),4,0.0772,0.088,0.0972,0.0962,0.097,0.0912,0.0945,0.0941,-0.0356164383561644,20210802,Gulkana
2849,POINT (-145.42663408836148 63.280199982414594),4,0.1145,0.1454,0.1636,0.1582,0.1599,0.156,0.1543,0.149,-0.0296963630296963,20210802,Gulkana
2850,POINT (-145.4253498929143 63.28057962933323),4,0.1277,0.1244,0.1434,0.1386,0.1519,0.1459,0.1459,0.1364,-0.0795412504624491,20210802,Gulkana
2851,POINT (-145.43148389885354 63.278590602630565),4,0.1074,0.1048,0.1202,0.1214,0.1175,0.1178,0.1174,0.1238,-0.0567056705670567,20210802,Gulkana
2852,POINT (-145.43358513659507 63.27927011864447),4,0.0737,0.0915,0.1182,0.1254,0.1375,0.1391,0.1408,0.1306,-0.2122255703831253,20210802,Gulkana
2853,POINT (-145.43535480210616 63.279792802782),4,0.0843,0.1292,0.1622,0.173,0.1692,0.1721,0.1776,0.1832,-0.1577574967405475,20210802,Gulkana
2854,POINT (-145.44353465218163 63.25822266799848),4,0.1251,0.1342,0.1414,0.131,0.132,0.1306,0.1266,0.1304,0.0291411042944786,20210802,Gulkana
2855,POINT (-145.44270792135407 63.25712242061398),4,0.135,0.1154,0.1212,0.1122,0.1302,0.1247,0.1234,0.105,-0.0335008375209379,20210802,Gulkana
2856,POINT (-145.445711316598 63.25728831652098),4,0.1041,0.1178,0.1262,0.1182,0.1274,0.1303,0.1287,0.134,-0.0442190669371197,20210802,Gulkana
2857,POINT (-145.44520113113416 63.25579231792733),4,0.1021,0.108,0.1174,0.1092,0.1146,0.1104,0.1124,0.1066,-0.0199637023593466,20210802,Gulkana
2858,POINT (-145.4481101418017 63.254413477202235),4,0.1014,0.1086,0.1138,0.1094,0.1176,0.1198,0.1184,0.115,-0.0431718061674008,20210802,Gulkana
2859,POINT (-145.44871130483935 63.25311590626026),4,0.1024,0.112,0.118,0.1166,0.1273,0.1326,0.1323,0.1266,-0.0830945558739254,20210802,Gulkana
2860,POINT (-145.4458482131265 63.25364358649533),4,0.1016,0.0998,0.1082,0.104,0.1105,0.1081,0.1073,0.103,-0.0362143891839691,20210802,Gulkana
2861,POINT (-145.44394118330726 63.255059952150276),4,0.1073,0.1222,0.1288,0.1232,0.1342,0.1321,0.1316,0.1278,-0.037037037037037,20210802,Gulkana
2862,POINT (-145.44074496818877 63.25409346040363),4,0.0941,0.1028,0.1088,0.1044,0.1115,0.1059,0.106,0.1036,-0.0153256704980842,20210802,Gulkana
2863,POINT (-145.43734178443177 63.25477474363485),4,0.0893,0.0907,0.0998,0.0943,0.0982,0.0944,0.0947,0.0902,-0.0215749730312837,20210802,Gulkana
2864,POINT (-145.43337412245344 63.25497066810601),4,0.1,0.0963,0.1076,0.1036,0.1043,0.0996,0.098,0.094,-0.0087493566649511,20210802,Gulkana
2865,POINT (-145.42929269219732 63.25508538245808),4,0.1001,0.1032,0.108,0.1044,0.1035,0.0982,0.0981,0.0946,0.0253353204172876,20210802,Gulkana
2866,POINT (-145.42672563719677 63.255589333511075),4,0.0868,0.0844,0.0904,0.0827,0.0875,0.0804,0.0832,0.0796,0.0071599045346062,20210802,Gulkana
2867,POINT (-145.43173165739393 63.25434586033319),4,0.1083,0.1184,0.1262,0.1182,0.1206,0.1142,0.1148,0.1076,0.0154373927958833,20210802,Gulkana
2868,POINT (-145.43159381766415 63.2554403933247),4,0.0982,0.1058,0.1088,0.1022,0.1058,0.0965,0.0987,0.0944,0.034718826405868,20210802,Gulkana
2869,POINT (-145.43604613027642 63.25290835510194),4,0.1092,0.1204,0.1284,0.1246,0.1309,0.1294,0.1296,0.1252,-0.0368,20210802,Gulkana
2870,POINT (-145.4403966446747 63.252248958676205),4,0.1066,0.1108,0.1196,0.1136,0.1219,0.1191,0.1173,0.1162,-0.0284962735642262,20210802,Gulkana
2871,POINT (-145.44418862919966 63.25176010913773),4,0.1048,0.1046,0.1178,0.1098,0.1181,0.1155,0.119,0.1134,-0.0644007155635062,20210802,Gulkana
2872,POINT (-145.44668807273186 63.2519641878847),4,0.09,0.0978,0.1072,0.1001,0.111,0.1065,0.1097,0.1064,-0.0573493975903614,20210802,Gulkana
2873,POINT (-145.44313932305883 63.253763951047965),4,0.0915,0.1064,0.1202,0.1134,0.1207,0.1202,0.1217,0.1134,-0.0670758439281017,20210802,Gulkana
2874,POINT (-145.4466126966459 63.2548272305227),4,0.1036,0.114,0.123,0.1184,0.1193,0.1155,0.1159,0.118,-0.0082644628099173,20210802,Gulkana
2875,POINT (-145.45909161606167 63.256558989831845),4,0.1015,0.112,0.125,0.1212,0.1323,0.1419,0.1459,0.1426,-0.1314462970143466,20210802,Gulkana
2876,POINT (-145.45830684821522 63.25583494467681),4,0.102,0.1122,0.1278,0.1214,0.1356,0.1515,0.1559,0.1564,-0.1629988810145468,20210802,Gulkana
2877,POINT (-145.460390872542 63.25535396449736),4,0.1051,0.116,0.1306,0.124,0.1385,0.1487,0.1537,0.1538,-0.1397849462365591,20210802,Gulkana
2878,POINT (-145.45996298915318 63.2545542823214),4,0.0983,0.1004,0.1212,0.1126,0.1383,0.1575,0.1616,0.1678,-0.2335877862595419,20210802,Gulkana
2879,POINT (-145.46261350816218 63.25447692465836),4,0.0992,0.1196,0.1356,0.1334,0.1477,0.1565,0.1598,0.1606,-0.1438797423049391,20210802,Gulkana
2880,POINT (-145.46404976908116 63.25290232228152),4,0.1008,0.1132,0.1332,0.1338,0.1412,0.1449,0.1474,0.1436,-0.1312356101304682,20210802,Gulkana
2881,POINT (-145.46356445697444 63.25207552973313),4,0.0957,0.1064,0.1192,0.1138,0.131,0.146,0.1525,0.1502,-0.1780610274237157,20210802,Gulkana
2882,POINT (-145.46618266720753 63.25149422525047),4,0.1016,0.109,0.1234,0.119,0.1315,0.1395,0.1438,0.1384,-0.1376582278481013,20210802,Gulkana
2883,POINT (-145.4646409106607 63.250629546901365),4,0.101,0.1078,0.1204,0.1176,0.1301,0.1366,0.1415,0.144,-0.1351784997994383,20210802,Gulkana
2884,POINT (-145.4674029771356 63.25065931320263),4,0.0946,0.1166,0.1268,0.1216,0.1276,0.1342,0.1385,0.136,-0.0858486867894943,20210802,Gulkana
2885,POINT (-145.46129963617477 63.25043445605037),4,0.0943,0.1056,0.119,0.1126,0.1236,0.1371,0.1404,0.14,-0.1414634146341463,20210802,Gulkana
2886,POINT (-145.4574543648024 63.25086986934503),4,0.0768,0.083,0.1005,0.0896,0.1195,0.1671,0.1739,0.1812,-0.35383417672246,20210802,Gulkana
2887,POINT (-145.45571049541064 63.25159301195139),4,0.0871,0.1009,0.1152,0.108,0.1199,0.1492,0.1596,0.14,-0.2253358925143953,20210802,Gulkana
2888,POINT (-145.45890943830062 63.251150648704446),4,0.0917,0.0959,0.1128,0.1052,0.1244,0.1486,0.1533,0.157,-0.2303370786516853,20210802,Gulkana
2889,POINT (-145.45723484025888 63.25057597003019),4,0.0768,0.0808,0.101,0.0891,0.119,0.1729,0.1815,0.1898,-0.3839115516584064,20210802,Gulkana
2890,POINT (-145.46551711774325 63.25517079708687),4,0.0847,0.1007,0.123,0.1322,0.1347,0.1449,0.1485,0.1482,-0.1918138041733547,20210802,Gulkana
2891,POINT (-145.4676679849312 63.255644494817986),4,0.0913,0.1001,0.1284,0.1596,0.1825,0.179,0.1842,0.1668,-0.2958142806894126,20210802,Gulkana
2892,POINT (-145.4697769693832 63.25579968860043),4,0.1054,0.1216,0.1546,0.1726,0.1945,0.1905,0.1939,0.1738,-0.2291600633914421,20210802,Gulkana
2893,POINT (-145.47031989857783 63.256653578451136),4,0.1052,0.1554,0.186,0.2004,0.1796,0.1815,0.1745,0.2008,-0.0578963322218853,20210802,Gulkana
2894,POINT (-145.469050455667 63.2573024757982),4,0.1109,0.1364,0.1564,0.1676,0.1957,0.1873,0.1949,0.172,-0.1765771204346513,20210802,Gulkana
2895,POINT (-145.4661128153588 63.25724435327899),4,0.1029,0.0949,0.1192,0.1248,0.1522,0.1647,0.175,0.1688,-0.2967765839199703,20210802,Gulkana
2896,POINT (-145.4634676827432 63.257215829122835),4,0.1157,0.1418,0.1742,0.1986,0.2116,0.2117,0.2111,0.2042,-0.1963729101728535,20210802,Gulkana
2897,POINT (-145.46161771490557 63.256612811366644),4,0.1015,0.1004,0.1188,0.124,0.1459,0.1639,0.1698,0.1672,-0.2568467801628423,20210802,Gulkana
2898,POINT (-145.4627781880192 63.25580379187878),4,0.0992,0.124,0.1472,0.1498,0.1568,0.1661,0.1696,0.166,-0.1553133514986376,20210802,Gulkana
2899,POINT (-145.4648213456082 63.25609085717087),4,0.0996,0.0716,0.0948,0.0959,0.1466,0.1865,0.1999,0.2238,-0.4725598526703499,20210802,Gulkana
2900,POINT (-145.46716124841612 63.256328084746485),4,0.092,0.0953,0.1188,0.1282,0.136,0.1466,0.1492,0.1476,-0.2204498977505112,20210802,Gulkana
2901,POINT (-145.47025429149195 63.25455923763304),4,0.0713,0.0924,0.1364,0.1598,0.1675,0.1733,0.1688,0.1578,-0.2924961715160797,20210802,Gulkana
2902,POINT (-145.46733658624862 63.254130327912726),4,0.0762,0.0873,0.1074,0.1046,0.1133,0.1108,0.1166,0.1108,-0.1436978911230995,20210802,Gulkana
2903,POINT (-145.46625500114195 63.253456134908774),4,0.0714,0.0808,0.108,0.1116,0.1274,0.1855,0.1896,0.1686,-0.4023668639053254,20210802,Gulkana
2904,POINT (-145.46686661025328 63.25301219351469),4,0.0742,0.0799,0.104,0.1122,0.1202,0.1354,0.1364,0.1318,-0.2612112806287563,20210802,Gulkana
2905,POINT (-145.46926224943996 63.253302992262185),4,0.0785,0.0937,0.1094,0.1088,0.1132,0.1222,0.1295,0.1254,-0.1603942652329749,20210802,Gulkana
2906,POINT (-145.47100722634275 63.253666268203865),4,0.0801,0.0739,0.0963,0.0963,0.1178,0.1377,0.1499,0.1732,-0.3395889186773906,20210802,Gulkana
2907,POINT (-145.472084750053 63.25330681374511),4,0.0785,0.1108,0.1298,0.1262,0.1275,0.1245,0.1275,0.1252,-0.0700797314309693,20210802,Gulkana
2908,POINT (-145.47153622914402 63.25255887700766),4,0.0814,0.1018,0.1172,0.1088,0.1156,0.1262,0.1283,0.1192,-0.115167318557149,20210802,Gulkana
2909,POINT (-145.46987531441675 63.25171947941665),4,0.0756,0.0974,0.1154,0.108,0.1119,0.1158,0.125,0.1294,-0.1241007194244604,20210802,Gulkana
2910,POINT (-145.47200362217094 63.25150382611104),4,0.0656,0.0954,0.1112,0.1132,0.1136,0.1289,0.1313,0.1252,-0.1583590648434053,20210802,Gulkana
2911,POINT (-145.4736380185297 63.25284644654674),4,0.0751,0.0948,0.112,0.1064,0.1114,0.1182,0.1216,0.1196,-0.1238447319778188,20210802,Gulkana
2912,POINT (-145.46163646175452 63.25515541592114),4,0.107,0.1144,0.128,0.129,0.1386,0.1425,0.1467,0.1438,-0.1237073918039065,20210802,Gulkana
2913,POINT (-145.45891616268972 63.257643664361716),4,0.095,0.1266,0.1466,0.1476,0.1468,0.1501,0.1472,0.1488,-0.0752373995617239,20210802,Gulkana
2914,POINT (-145.46083902611858 63.25798248736742),4,0.1053,0.1124,0.1314,0.1382,0.1484,0.1503,0.1574,0.1504,-0.1667902149740548,20210802,Gulkana
2915,POINT (-145.46333286639333 63.25864546917522),4,0.1217,0.165,0.1938,0.2148,0.1985,0.1968,0.1979,0.2136,-0.0906585836318544,20210802,Gulkana
2916,POINT (-145.4665266203694 63.25942195363961),4,0.1117,0.1522,0.1854,0.1902,0.1729,0.1679,0.1737,0.1862,-0.0659711567965633,20210802,Gulkana
2917,POINT (-145.46519875766856 63.257844042228044),4,0.103,0.122,0.153,0.1676,0.1855,0.1994,0.2052,0.2088,-0.254278728606357,20210802,Gulkana
2918,POINT (-145.4679516870563 63.258059205904864),4,0.1077,0.16,0.1974,0.209,0.1967,0.198,0.1938,0.2088,-0.0955342001130582,20210802,Gulkana
2919,POINT (-145.45682629220602 63.258230568207466),4,0.0956,0.1154,0.1318,0.1298,0.1452,0.1519,0.1564,0.161,-0.1508462104488594,20210802,Gulkana
2920,POINT (-145.45968264514426 63.258712030870164),4,0.1101,0.1172,0.1366,0.138,0.1576,0.1573,0.1607,0.153,-0.156531126304426,20210802,Gulkana
2921,POINT (-145.462338785357 63.2596418031996),4,0.099,0.09,0.103,0.1009,0.1154,0.1189,0.1163,0.1114,-0.127484246243335,20210802,Gulkana
2922,POINT (-145.45083861775942 63.25899353924549),4,0.1026,0.1442,0.1666,0.1674,0.1715,0.1709,0.1708,0.1676,-0.0844444444444444,20210802,Gulkana
2923,POINT (-145.4519543575083 63.258238547832406),4,0.1071,0.1426,0.1648,0.1576,0.1735,0.1773,0.1798,0.1716,-0.1153846153846153,20210802,Gulkana
2924,POINT (-145.45006789397186 63.257491269786094),4,0.0982,0.0977,0.1082,0.1013,0.1288,0.1501,0.156,0.165,-0.2297989751675207,20210802,Gulkana
2925,POINT (-145.4473318938028 63.25671451535363),4,0.1074,0.1074,0.11,0.1064,0.116,0.1138,0.1221,0.1084,-0.0640522875816993,20210802,Gulkana
2926,POINT (-145.44473007749107 63.25844243719015),4,0.1008,0.1166,0.1254,0.118,0.1269,0.1236,0.1281,0.12,-0.0469963220269717,20210802,Gulkana
2927,POINT (-145.4458487219806 63.25930253250795),4,0.1042,0.104,0.12,0.1172,0.1295,0.1385,0.1397,0.1402,-0.1464915880180549,20210802,Gulkana
2928,POINT (-145.440402223088 63.259767851699216),4,0.1375,0.1486,0.1578,0.1534,0.156,0.1499,0.1519,0.1478,-0.010981697171381,20210802,Gulkana
2929,POINT (-145.44120574062967 63.25816164108759),4,0.1405,0.14,0.147,0.137,0.1449,0.139,0.1386,0.1284,0.0050251256281407,20210802,Gulkana
2930,POINT (-145.44225211099362 63.25869797232938),4,0.1212,0.1178,0.121,0.1152,0.1216,0.118,0.1171,0.113,0.0029799914857386,20210802,Gulkana
2931,POINT (-145.35119912287797 63.28869836169893),4,0.2301,0.1992,0.1932,0.157,0.1439,0.136,0.1365,0.1206,0.1867739052725647,20210802,Gulkana
2932,POINT (-145.35147987457597 63.289265388796416),4,0.2648,0.1836,0.1778,0.1352,0.146,0.1294,0.1418,0.1154,0.1284572833435771,20210802,Gulkana
2933,POINT (-145.35313584319255 63.289055504594366),4,0.4677,0.332,0.3796,0.3484,0.241,0.2396,0.2257,0.3278,0.1906042675273444,20210802,Gulkana
2934,POINT (-145.35352997124437 63.289694309948864),4,0.262,0.1884,0.1938,0.1682,0.1485,0.1392,0.1413,0.1209,0.1428571428571428,20210802,Gulkana
2935,POINT (-145.352573063627 63.29000037398525),4,0.2491,0.203,0.1894,0.1604,0.196,0.1639,0.1817,0.1317,0.0553678190798024,20210802,Gulkana
2936,POINT (-145.35308153415545 63.290693356702555),4,0.2974,0.2774,0.2898,0.2396,0.3006,0.2935,0.3048,0.2336,-0.0470628649948471,20210802,Gulkana
2937,POINT (-145.35551291889226 63.29130283528301),4,0.2182,0.2918,0.295,0.236,0.2777,0.2677,0.2565,0.2279,0.0643808134233084,20210802,Gulkana
2938,POINT (-145.35695032580622 63.29149559824061),4,0.1845,0.21,0.2068,0.1742,0.176,0.1677,0.1487,0.1277,0.1708948982436576,20210802,Gulkana
2939,POINT (-145.35627127420986 63.293108625995636),4,0.2218,0.1696,0.2076,0.199,0.2222,0.2177,0.2224,0.1926,-0.1346938775510203,20210802,Gulkana
2940,POINT (-145.36178921677723 63.28542200594368),4,0.1429,0.0799,0.1116,0.1178,0.1243,0.1224,0.1265,0.1201,-0.2257751937984496,20210802,Gulkana
2941,POINT (-145.3633534705132 63.28636688122915),4,0.1483,0.1302,0.186,0.1908,0.207,0.2052,0.2071,0.1982,-0.2279869552327304,20210802,Gulkana
2942,POINT (-145.36268094380142 63.28720329144978),4,0.0652,0.139,0.1836,0.1932,0.1814,0.1778,0.1865,0.2071,-0.1459293394777265,20210802,Gulkana
2943,POINT (-145.3598306611077 63.28688912690107),4,0.2982,0.2156,0.2544,0.2476,0.2389,0.2304,0.237,0.2461,-0.0472823685373397,20210802,Gulkana
2944,POINT (-145.36449466679656 63.286992399936196),4,0.0661,0.0634,0.1005,0.1114,0.141,0.1418,0.1469,0.1158,-0.3970518307180219,20210802,Gulkana
2945,POINT (-145.36578945768719 63.28750380898083),4,0.0632,0.0681,0.1007,0.105,0.0954,0.1034,0.1008,0.1095,-0.1936056838365897,20210802,Gulkana
2946,POINT (-145.36713601335944 63.28775097197124),4,0.0613,0.0905,0.1244,0.133,0.1228,0.1262,0.1294,0.1414,-0.1768985902683037,20210802,Gulkana
2947,POINT (-145.36866259347983 63.28806639019774),4,0.0822,0.078,0.1116,0.1138,0.1206,0.1214,0.128,0.1206,-0.2427184466019417,20210802,Gulkana
2948,POINT (-145.36994784626782 63.288097652362616),4,0.1247,0.11,0.154,0.1604,0.1529,0.1482,0.1554,0.1642,-0.1710625470987189,20210802,Gulkana
2949,POINT (-145.3713530305148 63.28861027247247),4,0.0792,0.0753,0.0996,0.1118,0.0873,0.0959,0.0919,0.1144,-0.0992822966507176,20210802,Gulkana
2950,POINT (-145.3712477989312 63.289171826430916),4,0.0407,0.0952,0.1302,0.1416,0.1603,0.1635,0.1593,0.1506,-0.2518664047151276,20210802,Gulkana
2951,POINT (-145.3724944890568 63.28923572766585),4,0.1153,0.0435,0.0783,0.1046,0.108,0.1083,0.1158,0.1096,-0.4538606403013183,20210802,Gulkana
2952,POINT (-145.37242789309124 63.289764620265544),4,0.0655,0.0949,0.1374,0.1542,0.1496,0.1501,0.1505,0.1614,-0.2265688671556642,20210802,Gulkana
2953,POINT (-145.37351362810185 63.290074948537224),4,0.0845,0.0799,0.126,0.136,0.1505,0.1524,0.1584,0.1433,-0.3294167016365926,20210802,Gulkana
2954,POINT (-145.3744277410707 63.29016813888472),4,0.2714,0.0968,0.1392,0.1482,0.1457,0.1422,0.1522,0.1512,-0.2224899598393574,20210802,Gulkana
2955,POINT (-145.37559373848597 63.29097002125027),4,0.1457,0.089,0.1198,0.1302,0.1342,0.1363,0.1419,0.1365,-0.2291035080121264,20210802,Gulkana
2956,POINT (-145.3742746333357 63.2906975770952),4,0.0832,0.0315,0.0559,0.0703,0.0808,0.0738,0.0857,0.0667,-0.462457337883959,20210802,Gulkana
2957,POINT (-145.37543320431047 63.29142752096058),4,0.0627,0.1114,0.1478,0.1562,0.1374,0.1404,0.1396,0.1612,-0.1123505976095617,20210802,Gulkana
2958,POINT (-145.3764960361132 63.291894795251544),4,0.1599,0.1296,0.173,0.182,0.1652,0.1689,0.1727,0.1888,-0.14257360238174,20210802,Gulkana
2959,POINT (-145.37767205269327 63.29173312828315),4,0.1363,0.1216,0.161,0.1742,0.1715,0.1752,0.1744,0.1737,-0.1783783783783784,20210802,Gulkana
2960,POINT (-145.37752494658403 63.29227414425172),4,0.2043,0.0761,0.1036,0.1116,0.1262,0.1101,0.125,0.1215,-0.2431626056688214,20210802,Gulkana
2961,POINT (-145.37870883538008 63.2919725090588),4,0.144,0.0977,0.1354,0.1502,0.1302,0.1358,0.1393,0.1508,-0.1755274261603376,20210802,Gulkana
2962,POINT (-145.3801141513653 63.29188345548462),4,0.1517,0.1212,0.1566,0.1584,0.1417,0.1471,0.1474,0.1684,-0.0975428145941921,20210802,Gulkana
2963,POINT (-145.3817788157118 63.292024913544964),4,0.2016,0.0919,0.1312,0.1464,0.154,0.1616,0.1555,0.1514,-0.2570735650767987,20210802,Gulkana
2964,POINT (-145.38055902814864 63.29227364756621),4,0.0675,0.0822,0.1132,0.1208,0.1341,0.133,0.1371,0.1343,-0.2503419972640219,20210802,Gulkana
2965,POINT (-145.38116235631463 63.29261311996593),4,0.0675,0.0576,0.0922,0.1002,0.1176,0.114,0.1183,0.107,-0.3450824332006822,20210802,Gulkana
2966,POINT (-145.38236744426868 63.29262680584268),4,0.0476,0.0855,0.1248,0.1146,0.1112,0.1111,0.1063,0.1226,-0.1084462982273201,20210802,Gulkana
2967,POINT (-145.38206786554008 63.293113576324025),4,0.0799,0.0602,0.08,0.0906,0.116,0.1108,0.117,0.0909,-0.3205417607223477,20210802,Gulkana
2968,POINT (-145.3836627000013 63.29311416976638),4,0.0696,0.0846,0.1138,0.1216,0.1324,0.1284,0.1358,0.1221,-0.2323049001814882,20210802,Gulkana
2969,POINT (-145.38319979617694 63.29373913875856),4,0.0738,0.11,0.1512,0.1488,0.1255,0.1271,0.1328,0.1578,-0.0939044481054365,20210802,Gulkana
2970,POINT (-145.38472278999564 63.29363386818093),4,0.0967,0.1094,0.1386,0.1454,0.1545,0.161,0.1515,0.142,-0.161364507474128,20210802,Gulkana
2971,POINT (-145.37458975001496 63.29259081549494),4,0.3799,0.1492,0.161,0.1542,0.226,0.2294,0.2112,0.144,-0.172031076581576,20210802,Gulkana
2972,POINT (-145.37494400778823 63.293207572114525),4,0.3009,0.1566,0.1596,0.155,0.1702,0.1604,0.1526,0.1432,0.0129366106080206,20210802,Gulkana
2973,POINT (-145.37590996259468 63.29332362203159),4,0.1784,0.0816,0.0877,0.0778,0.0562,0.0616,0.0734,0.0709,0.0529032258064516,20210802,Gulkana
2974,POINT (-145.37580169031273 63.29386507906172),4,0.288,0.145,0.1726,0.1594,0.1824,0.1964,0.1689,0.1521,-0.0761388977381331,20210802,Gulkana
2975,POINT (-145.38734246574575 63.29464662127915),4,0.3079,0.0914,0.1272,0.1312,0.1458,0.152,0.1473,0.1349,-0.2341851696690406,20210802,Gulkana
2976,POINT (-145.3862786201543 63.294262453515636),4,0.2329,0.1048,0.1352,0.1396,0.1376,0.1439,0.1388,0.1456,-0.1395730706075533,20210802,Gulkana
2977,POINT (-145.3847821038779 63.2942222404762),4,0.0901,0.1148,0.1408,0.1338,0.1393,0.1351,0.137,0.1357,-0.0881652104845115,20210802,Gulkana
2978,POINT (-145.38382876355658 63.29371138871444),4,0.0967,0.1224,0.1556,0.1676,0.1576,0.1577,0.161,0.1712,-0.1362032462949894,20210802,Gulkana
2979,POINT (-145.38290909465707 63.29306136561679),4,0.0696,0.0446,0.0604,0.0745,0.0935,0.0957,0.091,0.0741,-0.3421828908554572,20210802,Gulkana
2980,POINT (-145.3809084283606 63.291875756363325),4,0.1301,0.0973,0.139,0.1494,0.1353,0.142,0.1454,0.1546,-0.1981870622167285,20210802,Gulkana
2981,POINT (-145.3774169797689 63.29596644142796),4,0.272,0.3018,0.335,0.3012,0.2442,0.2234,0.2376,0.2966,0.1190211345939933,20210802,Gulkana
2982,POINT (-145.37722984158452 63.29638192491222),4,0.2195,0.3384,0.3738,0.3426,0.2881,0.2872,0.2562,0.3048,0.1382441977800201,20210802,Gulkana
2983,POINT (-145.38528189551775 63.297849057346355),4,0.3105,0.2142,0.2452,0.2422,0.2948,0.2744,0.2522,0.2122,-0.0814751286449399,20210802,Gulkana
2984,POINT (-145.38938073590927 63.29777261296939),4,0.2124,0.0997,0.0973,0.0759,0.0917,0.0788,0.0746,0.0585,0.1440045897877223,20210802,Gulkana
2985,POINT (-145.38787196146455 63.29839425542971),4,0.1939,0.2518,0.2288,0.1788,0.1409,0.1244,0.1369,0.1323,0.2956007203498842,20210802,Gulkana
2986,POINT (-145.3918631201803 63.29829195545877),4,0.2163,0.2254,0.2386,0.223,0.2219,0.2109,0.221,0.2161,0.0098566308243727,20210802,Gulkana
2987,POINT (-145.3931329299197 63.29901867604997),4,0.2984,0.3118,0.3298,0.2908,0.2698,0.2606,0.2548,0.2654,0.1006000705965407,20210802,Gulkana
2988,POINT (-145.39820317851905 63.300132064864414),4,0.2318,0.182,0.176,0.1316,0.1425,0.1202,0.1066,0.105,0.2612612612612612,20210802,Gulkana
2989,POINT (-145.39960415042435 63.30046715359093),4,0.2612,0.2702,0.2856,0.264,0.2571,0.2408,0.2544,0.2363,0.0301181852840258,20210802,Gulkana
2990,POINT (-145.40037883284376 63.299296712502844),4,0.1881,0.1666,0.1538,0.115,0.1075,0.1057,0.0951,0.0928,0.2732136033626289,20210802,Gulkana
2991,POINT (-145.4029446504059 63.29930092297026),4,0.1774,0.0999,0.0958,0.0723,0.08,0.0644,0.0741,0.0515,0.1482758620689655,20210802,Gulkana
2992,POINT (-145.40477644902373 63.29875643546273),4,0.4222,0.2492,0.3146,0.358,0.2793,0.2863,0.2679,0.3529,-0.0361632179462386,20210802,Gulkana
